id,latitude,longitude,rating,order_count,total_trip
69,-7.3507019999979075,112.69641799988855,4,160,625.4399999999664
70,-7.230248999981071,112.77241299969668,2,95,379.7149999999791
71,-7.238493999982223,112.73883799978145,5,84,242.5919999999918
72,-7.345706999997209,112.66110399997771,5,0,0.0
73,-7.292313999989746,112.71783899983447,4,82,467.2359999999666
74,-7.330568999995093,112.7573569997347,3,29,69.04899999999878
75,-7.2892039999893115,112.70885999985714,4,118,1124.1859999999022
76,-7.27216499998693,112.69293099989736,0,182,990.2619999999309
77,-7.3501219999978264,112.72734599981047,1,192,1414.6559999998865
78,-7.245760999983239,112.73694799978622,2,71,588.5189999999508
79,-7.2320349999813205,112.72674299981199,5,49,348.19399999997245
80,-7.351558999998027,112.73229199979798,2,63,321.5519999999785
81,-7.360728999999309,112.73154099979988,2,110,827.639999999933
82,-7.2700449999866334,112.67184699995059,2,37,173.899999999989
83,-7.332600999995377,112.77459599969117,2,59,431.11299999996555
84,-7.356686999998744,112.77621899968707,0,166,1041.483999999922
85,-7.232097999981329,112.71361599984513,2,53,371.26499999997077
86,-7.325354999994365,112.73019799980327,1,177,969.7829999999323
87,-7.271118999986784,112.7613969997245,2,6,14.597999999999715
88,-7.251425999984031,112.70327599987124,2,63,558.4949999999524
89,-7.320594999993699,112.74721099976031,0,19,136.78099999998912
90,-7.31938599999353,112.7551359997403,4,61,305.42699999997984
91,-7.2577469999849145,112.71278799984722,2,66,211.59599999999122
92,-7.332053999995301,112.78325399966931,4,103,862.1099999999276
93,-7.312795999992609,112.71584999983949,1,7,32.57099999999795
94,-7.326984999994592,112.74989799975353,2,65,620.2949999999461
95,-7.355550999998585,112.69940499988101,1,198,969.4079999999368
96,-7.355114999998524,112.69046399990359,3,123,543.9059999999672
97,-7.33218999999532,112.6775469999362,3,23,194.0279999999837
98,-7.237150999982036,112.75163999974913,1,20,150.7599999999878
99,-7.279908999988012,112.76770499970857,5,159,727.5839999999549
100,-7.292648999989793,112.78110899967473,2,98,642.0959999999509
101,-7.307299999991841,112.67067999995353,0,19,172.3109999999852
102,-7.319472999993542,112.65664799998896,5,57,289.9019999999806
103,-7.278899999987871,112.67173199995088,0,129,1059.8639999999116
104,-7.227561999980695,112.74617899976292,2,82,273.223999999988
105,-7.308123999991956,112.66838399995933,2,75,452.84999999996666
106,-7.250300999983874,112.69180799990019,4,27,220.4819999999817
107,-7.322311999993939,112.70874699985742,1,63,450.7649999999643
108,-7.354392999998423,112.74916699975537,5,11,40.69999999999794
109,-7.240842999982552,112.73864599978194,4,184,1738.9839999998492
110,-7.2348469999817135,112.77428899969195,5,98,220.00999999999735
111,-7.354046999998375,112.7158059998396,3,113,933.7189999999221
112,-7.244001999982993,112.77975199967815,5,189,1739.3669999998501
113,-7.2561449999846905,112.74447299976723,2,80,353.4399999999787
114,-7.238213999982184,112.65313999999782,3,16,38.07999999999933
115,-7.229835999981013,112.75831999973227,0,77,407.17599999997213
116,-7.238869999982276,112.6571469999877,3,55,349.63499999997356
117,-7.243446999982916,112.71389499984443,3,14,84.67199999999376
118,-7.287677999989098,112.7789439996802,4,87,313.8959999999846
119,-7.308144999991959,112.78479699966542,3,30,105.86999999999495
120,-7.270318999986672,112.71750699983531,1,148,1122.579999999909
121,-7.324265999994212,112.73097999980129,5,54,302.7779999999786
122,-7.34528099999715,112.77215399969734,4,64,387.6479999999714
123,-7.233409999981513,112.72541999981533,2,93,334.6139999999836
124,-7.227643999980707,112.71104499985162,4,74,438.819999999968
125,-7.242936999982844,112.7710199997002,2,172,405.7479999999932
126,-7.293934999989973,112.73464299979204,0,4,26.775999999997932
127,-7.277522999987679,112.68996699990484,1,109,528.6499999999658
128,-7.335107999995728,112.71713699983624,4,74,578.6799999999525
129,-7.25564199998462,112.69813599988422,1,84,348.1799999999801
130,-7.268262999986384,112.71761399983504,0,98,629.5519999999523
131,-7.334301999995615,112.70975499985488,2,75,229.27499999999128
132,-7.246725999983374,112.76061299972648,0,55,131.7249999999976
133,-7.279887999988009,112.7276119998098,4,171,397.91699999999383
134,-7.28246699998837,112.6746539999435,3,10,30.71999999999882
135,-7.267130999986226,112.75975999972863,2,196,1875.1319999998368
136,-7.244041999982999,112.65388099999595,4,29,93.93099999999605
137,-7.2448339999831095,112.7748599996905,3,187,1406.8009999998862
138,-7.30436199999143,112.7263019998131,4,38,102.3339999999971
139,-7.290683999989518,112.66358699997144,4,25,120.47499999999225
140,-7.308116999991955,112.71837699983311,0,99,510.44399999996557
141,-7.317640999993286,112.76751699970904,0,59,389.93099999997
142,-7.266614999986154,112.65308899999795,1,111,287.3789999999928
143,-7.234226999981627,112.65237999999974,4,70,492.3099999999612
144,-7.333861999995554,112.68629399991411,1,165,996.9299999999265
145,-7.350537999997885,112.67873799993319,5,72,530.4239999999575
146,-7.3160829999930685,112.66797699996036,4,3,24.41399999999797
147,-7.333823999995548,112.6796859999308,0,100,388.39999999997923
148,-7.314182999992803,112.65498399999316,5,197,1809.8389999998442
149,-7.235952999981868,112.68863299990821,2,1,4.744999999999697
150,-7.273558999987125,112.74002299977846,2,184,800.0319999999524
151,-7.364991999999905,112.72480599981688,3,106,774.0119999999381
152,-7.228181999980782,112.69971499988023,1,27,209.33099999998288
153,-7.283495999988514,112.68258499992348,2,98,944.8179999999174
154,-7.327797999994706,112.72578199981442,5,67,380.35899999997287
155,-7.32660899999454,112.73808399978336,1,64,318.33599999997904
156,-7.258906999985077,112.75603099973804,5,13,128.28399999998874
157,-7.234292999981636,112.72117399982605,2,22,189.48599999998396
158,-7.239605999982379,112.6921619998993,2,55,248.87499999998468
159,-7.346074999997261,112.77845699968142,3,100,365.3999999999818
160,-7.2705209999867,112.76407099971775,1,154,1184.5679999999033
161,-7.2727139999870065,112.77605399968749,0,94,934.9239999999177
162,-7.30836499999199,112.70981899985472,5,156,483.44399999998114
163,-7.239426999982354,112.65357499999672,1,33,223.27799999998268
164,-7.277448999987668,112.7197289998297,0,189,758.2679999999581
165,-7.32553999999439,112.70921299985625,0,89,186.1879999999991
166,-7.229541999980972,112.67947399993133,4,90,372.3299999999788
167,-7.241196999982601,112.70031599987871,3,146,972.943999999925
168,-7.317871999993319,112.67360899994614,1,172,621.4359999999695
169,-7.309165999992102,112.74085699977635,4,79,328.2449999999813
170,-7.265743999986032,112.71601799983907,3,182,1178.2679999999102
171,-7.233221999981486,112.72147999982528,3,13,108.47199999999091
172,-7.311500999992428,112.72492299981658,3,46,141.63399999999453
173,-7.276193999987493,112.69693899988724,4,172,1136.5759999999127
174,-7.363502999999697,112.74825999975766,5,175,707.8749999999606
175,-7.336391999995907,112.71403899984406,3,155,783.8349999999477
176,-7.240372999982486,112.67648199993889,3,100,434.39999999997417
177,-7.284134999988603,112.77488699969044,2,92,445.4639999999712
178,-7.244846999983111,112.74204299977336,1,13,70.03099999999516
179,-7.2867789999889725,112.74367699976924,2,28,87.05199999999658
180,-7.336177999995877,112.72217699982352,5,190,1643.3099999998608
181,-7.300347999990869,112.67523499994203,2,58,345.21599999997477
182,-7.280623999988112,112.75135499974985,0,185,1105.929999999919
183,-7.352373999998141,112.69409599989442,0,110,781.5499999999381
184,-7.365001999999906,112.66340199997191,0,144,387.50399999998905
185,-7.355671999998602,112.6876039999108,4,55,348.09499999997377
186,-7.33647999999592,112.69907499988184,5,136,810.4239999999407
187,-7.228355999980806,112.71292399984688,1,187,1245.793999999904
188,-7.3468099999973635,112.73108199980103,1,137,750.8969999999474
189,-7.26472399998589,112.76431299971713,4,46,459.8159999999595
190,-7.34356399999691,112.75083399975117,2,24,85.60799999999585
191,-7.245399999983189,112.65765199998643,5,63,443.582999999965
192,-7.296390999990316,112.74901399975576,0,25,193.84999999998416
193,-7.244455999983057,112.70435499986851,3,144,755.5679999999486
194,-7.298372999990593,112.73052599980244,4,41,194.25799999998765
195,-7.280481999988092,112.74886399975614,0,32,169.05599999998844
196,-7.237973999982151,112.74956599975437,4,38,114.41799999999577
197,-7.302206999991129,112.66651299996406,0,68,668.4399999999414
198,-7.282234999988337,112.66888199995807,5,198,1466.189999999882
199,-7.3403069999964545,112.7863859996614,4,39,384.14999999996627
200,-7.363735999999729,112.69359899989567,1,130,438.74999999998033
201,-7.272473999986973,112.69049099990352,2,161,1028.467999999922
202,-7.304616999991466,112.75913099973022,2,179,1221.8539999999048
203,-7.331674999995248,112.76530699971462,0,59,508.9339999999569
204,-7.2785659999878245,112.65249499999945,3,26,143.18199999998996
205,-7.26179499998548,112.71108999985151,2,46,375.72799999996874
206,-7.311614999992444,112.7385039997823,0,91,655.108999999948
207,-7.297753999990507,112.6611469999776,1,157,439.59999999998615
208,-7.277380999987659,112.713665999845,4,43,317.1249999999746
209,-7.260876999985352,112.76794899970795,3,61,522.4039999999559
210,-7.291591999989645,112.72290699982167,2,18,129.34799999998972
211,-7.332795999995405,112.76957699970384,3,39,340.78199999997105
212,-7.226964999980612,112.68360999992089,4,163,1407.993999999881
213,-7.3437339999969335,112.73388999979394,3,181,1141.928999999914
214,-7.33805899999614,112.76548599971417,2,32,245.53599999998
215,-7.353374999998281,112.71446399984299,5,197,1418.0059999998873
216,-7.254327999984437,112.72823799980821,1,75,155.77499999999935
217,-7.322241999993929,112.69543799989103,4,42,123.9419999999956
218,-7.318511999993408,112.7354899997899,3,120,1044.8399999999115
219,-7.313146999992658,112.6805929999285,0,35,205.4499999999851
220,-7.3077229999919,112.73883199978147,1,55,163.29499999999413
221,-7.352498999998159,112.68146399992631,4,8,45.471999999996754
222,-7.267996999986347,112.70374599987005,1,91,568.7499999999574
223,-7.35515699999853,112.67498799994266,5,44,136.66399999999464
224,-7.293938999989973,112.76161899972394,3,31,169.97299999998813
225,-7.324616999994261,112.76552399971408,3,20,196.71999999998275
226,-7.230677999981131,112.74082499977644,1,186,947.6699999999366
227,-7.320475999993683,112.67693499993774,4,69,633.8339999999454
228,-7.335668999995806,112.7603629997271,1,86,857.0759999999246
229,-7.363685999999722,112.71918899983106,5,42,226.21199999998433
230,-7.277847999987724,112.77106999970007,0,89,242.25799999999293
231,-7.335791999995823,112.71967499982983,1,138,709.4579999999522
232,-7.344973999997107,112.67419199994467,0,140,1285.6199999998894
233,-7.227359999980667,112.75327999974499,5,30,145.3499999999906
234,-7.3375309999960665,112.68532399991656,1,115,944.3799999999213
235,-7.34191799999668,112.77295599969531,1,89,388.84099999997676
236,-7.360243999999241,112.76433099971709,2,55,385.82499999996963
237,-7.327906999994721,112.7752189996896,4,80,544.7199999999576
238,-7.326211999994484,112.69658999988812,2,145,317.6949999999969
239,-7.361126999999365,112.70477399986746,4,162,526.8239999999777
240,-7.363188999999653,112.6960049998896,3,40,89.67999999999893
241,-7.287481999989071,112.68214599992459,3,147,630.041999999963
242,-7.260335999985276,112.74515099976551,4,33,92.3009999999971
243,-7.295868999990243,112.65595399999071,1,28,246.95999999997898
244,-7.296398999990317,112.70750099986057,1,65,591.6949999999492
245,-7.241211999982603,112.78482299966535,3,186,945.6239999999368
246,-7.333086999995445,112.65638899998962,1,155,1116.4649999999112
247,-7.3537849999983385,112.77528099968944,3,1,5.880999999999572
248,-7.329242999994908,112.77847299968138,2,111,508.37999999996845
249,-7.34600099999725,112.72609899981362,5,179,1192.318999999908
250,-7.298215999990571,112.74313199977061,5,50,262.0999999999822
251,-7.3447709999970785,112.72224199982335,2,106,865.5959999999282
252,-7.277911999987733,112.74568799976416,0,172,1092.5439999999176
253,-7.281664999988258,112.68705699991219,3,169,907.0229999999374
254,-7.293491999989911,112.7737509996933,0,22,103.13599999999349
255,-7.279758999987991,112.72928099980558,0,127,1098.8039999999069
256,-7.349977999997806,112.76807599970763,1,191,1650.62199999986
257,-7.355875999998631,112.67791499993527,1,119,612.3739999999588
258,-7.35543899999857,112.7102219998537,0,16,32.44799999999995
259,-7.336373999995905,112.74001699977848,4,21,98.51099999999379
260,-7.337828999996108,112.76666699971119,3,79,363.1629999999774
261,-7.3613399999993945,112.67179699995071,5,25,126.84999999999154
262,-7.325816999994429,112.77656899968619,2,29,59.88499999999979
263,-7.280192999988052,112.66342099997186,2,139,525.2809999999728
264,-7.301733999991063,112.73261699979716,5,81,784.5659999999315
265,-7.333283999995473,112.72675299981196,4,30,220.16999999998237
266,-7.250194999983859,112.66498299996792,1,69,356.24699999997597
267,-7.269710999986587,112.7813569996741,3,29,208.48099999998342
268,-7.259340999985137,112.73459399979217,0,110,481.3599999999712
269,-7.300844999990939,112.74016899977809,2,57,172.2539999999936
270,-7.360686999999303,112.74145899977484,3,101,771.6399999999372
271,-7.351585999998031,112.72943799980519,1,164,1620.1559999998578
272,-7.317457999993261,112.78795799965744,1,90,222.11999999999537
273,-7.280478999988092,112.70268699987272,0,148,800.8279999999445
274,-7.2797749999879935,112.78437799966648,1,31,293.1669999999745
275,-7.312986999992636,112.72938199980533,3,73,541.8789999999565
276,-7.260970999985365,112.68918499990681,2,65,442.6499999999656
277,-7.274624999987274,112.6527919999987,2,189,428.6519999999944
278,-7.338659999996224,112.7471389997605,1,53,283.1259999999805
279,-7.364150999999787,112.66242499997438,1,76,464.8919999999655
280,-7.248286999983592,112.71317699984624,2,74,617.0859999999484
281,-7.25506799998454,112.76636099971196,1,109,449.0799999999746
282,-7.26536999998598,112.79012499965197,1,31,175.39799999998752
283,-7.282499999988374,112.72688499981163,5,129,515.0969999999717
284,-7.305746999991624,112.74375499976904,3,166,1596.4219999998606
285,-7.292092999989715,112.71946999983035,4,82,708.23399999994
286,-7.3589149999990555,112.67599099994013,1,152,391.39999999999037
287,-7.322092999993909,112.7673769997094,2,135,890.3249999999317
288,-7.229874999981019,112.76979899970328,4,59,134.4019999999982
289,-7.271698999986865,112.78647799966117,5,96,683.039999999946
290,-7.326442999994517,112.69190199989995,3,170,1415.9299999998814
291,-7.268576999986428,112.68754399991096,3,138,538.0619999999711
292,-7.336419999995911,112.77643999968652,0,142,1301.571999999888
293,-7.232431999981376,112.78937799965385,3,172,1480.9199999998746
294,-7.231399999981232,112.70098699987702,4,127,1066.6729999999106
295,-7.274375999987239,112.70225599987381,2,32,135.45599999999212
296,-7.272366999986958,112.71714299983623,1,147,1366.364999999882
297,-7.334689999995669,112.74320499977043,2,159,980.711999999927
298,-7.308551999992016,112.70716199986143,1,146,1029.4459999999187
299,-7.357402999998844,112.72557799981493,0,108,576.9359999999602
300,-7.353745999998333,112.6753689999417,3,84,578.2559999999548
301,-7.277519999987678,112.67479299994315,2,159,1562.015999999863
302,-7.358515999999,112.73092599980143,5,72,229.10399999999063
303,-7.3357209999958135,112.75900599973053,4,199,1329.9169999998974
304,-7.32468099999427,112.7263829998129,5,152,1227.8559999998984
305,-7.298856999990661,112.77559799968864,0,71,566.3669999999532
306,-7.2530039999842515,112.72459299981742,3,110,1003.4199999999137
307,-7.317998999993336,112.71468799984243,5,68,468.0439999999635
308,-7.3409359999965424,112.67058299995378,3,137,1272.1819999998902
309,-7.268782999986457,112.65361699999661,0,105,599.759999999957
310,-7.298835999990658,112.66167199997628,3,136,1298.391999999887
311,-7.295139999990141,112.6608319999784,5,90,721.3499999999405
312,-7.310650999992309,112.75118099975029,2,187,945.845999999937
313,-7.254597999984474,112.78649599966113,0,188,1742.9479999998496
314,-7.292381999989756,112.72007599982882,1,199,1604.934999999867
315,-7.332741999995397,112.73312199979588,0,141,766.0529999999467
316,-7.3249469999943075,112.78784799965771,0,21,170.54099999998584
317,-7.3211619999937785,112.7843659996665,3,23,79.76399999999629
318,-7.356525999998722,112.76275499972107,3,198,853.5779999999497
319,-7.238167999982178,112.7396529997794,3,200,1885.7999999998362
320,-7.335845999995831,112.78403399966734,5,16,61.42399999999676
321,-7.279195999987913,112.70760299986031,4,135,1276.9649999998892
322,-7.361291999999388,112.72989399980403,5,16,32.27199999999997
323,-7.291711999989662,112.68843099990872,5,76,637.4879999999465
324,-7.299667999990774,112.70656099986294,1,53,325.6849999999758
325,-7.289555999989361,112.78945799965365,5,141,1117.4249999999079
326,-7.25163399998406,112.68002799992993,3,107,527.9379999999654
327,-7.297894999990526,112.74046399977735,4,81,493.6139999999635
328,-7.244679999983088,112.72815699980842,2,110,466.1799999999729
329,-7.229259999980933,112.69712899988676,0,2,6.253999999999752
330,-7.2709539999867605,112.73904299978093,0,176,1234.8159999999027
331,-7.2675339999862825,112.70551499986558,4,6,34.00199999999758
332,-7.347472999997456,112.67395599994526,0,192,1237.823999999906
333,-7.288258999989179,112.78161199967346,0,80,425.1199999999708
334,-7.3070059999918,112.6790509999324,3,166,971.9299999999296
335,-7.26973199998659,112.76681599971081,3,197,1303.7459999998998
336,-7.227919999980745,112.74589799976363,0,57,538.4219999999533
337,-7.260820999985344,112.77822599968201,5,26,191.43799999998464
338,-7.270644999986717,112.68286399992277,2,124,794.0959999999399
339,-7.257607999984895,112.71540599984061,3,30,126.59999999999266
340,-7.28304099998845,112.66212699997513,5,162,1303.2899999998922
341,-7.318604999993421,112.69526699989146,1,19,143.4309999999884
342,-7.358073999998938,112.72497999981644,2,44,289.0799999999779
343,-7.267772999986316,112.71230099984845,0,33,78.53999999999861
344,-7.328720999994835,112.70654199986299,1,112,939.2319999999211
345,-7.270466999986692,112.77580299968812,3,170,782.3399999999513
346,-7.2713759999868195,112.66966799995609,3,103,468.85599999997106
347,-7.286752999988969,112.70850799985803,0,142,1106.4639999999094
348,-7.264566999985868,112.70992199985446,2,81,357.9389999999785
349,-7.282486999988373,112.73574299978927,0,95,354.5399999999819
350,-7.291877999989685,112.70951799985548,5,115,489.6699999999714
351,-7.305464999991584,112.75322099974514,2,15,130.94999999998888
352,-7.323631999994124,112.69403699989456,4,62,185.5659999999932
353,-7.32159899999384,112.68992599990494,2,45,298.664999999977
354,-7.30944199999214,112.77497699969021,4,147,623.8679999999637
355,-7.250496999983901,112.68779699991032,5,91,210.20999999999688
356,-7.345382999997164,112.69613299988927,1,115,469.77499999997355
357,-7.306114999991675,112.75790199973332,2,187,1359.3029999998914
358,-7.230443999981098,112.75342699974462,2,135,653.8049999999578
359,-7.263611999985734,112.6749299999428,5,157,745.4359999999525
360,-7.25871399998505,112.78247399967128,2,102,320.07599999998723
361,-7.263050999985656,112.70456199986799,3,37,360.78699999996843
362,-7.288565999989222,112.7678509997082,4,1,9.316999999999194
363,-7.310577999992299,112.74179699977398,3,40,126.99999999999483
364,-7.344023999996974,112.72408899981869,0,129,880.0379999999315
365,-7.239550999982371,112.74375399976904,3,192,1499.3279999998772
366,-7.300644999990911,112.7173139998358,5,190,1480.099999999879
367,-7.349323999997715,112.7631379997201,1,70,654.0099999999434
368,-7.28640499998892,112.71389699984442,4,82,632.0559999999484
369,-7.2451059999831475,112.74684999976122,4,97,801.898999999933
370,-7.327765999994702,112.74138699977502,1,29,220.89299999998204
371,-7.335759999995819,112.677229999937,4,175,567.1749999999761
372,-7.229914999981024,112.674458999944,0,123,345.752999999989
373,-7.288528999989217,112.72628499981315,4,135,1139.5349999999041
374,-7.3102879999922585,112.69183499990012,0,33,257.39999999997895
375,-7.263311999985692,112.72987799980407,4,122,1122.5219999999033
376,-7.240946999982566,112.76208599972276,4,43,282.4669999999783
377,-7.2349969999817345,112.70240299987344,1,119,1051.4839999999103
378,-7.239762999982401,112.74736999975991,0,187,651.8819999999694
379,-7.313038999992643,112.68306099992228,4,120,569.6399999999637
380,-7.253414999984309,112.72016099982861,5,137,409.90399999998505
381,-7.290288999989463,112.7736729996935,4,123,574.4099999999638
382,-7.26995099998662,112.73293799979635,5,21,73.94099999999648
383,-7.308342999991987,112.66739499996183,4,75,432.14999999996894
384,-7.343285999996871,112.74850099975706,0,115,920.689999999924
385,-7.307093999991812,112.75954199972918,4,14,83.83199999999385
386,-7.3108669999923395,112.70489199986716,1,92,734.3439999999393
387,-7.342472999996757,112.69415299989427,4,98,644.1539999999507
388,-7.245091999983146,112.68590999991508,3,199,1513.792999999877
389,-7.292441999989764,112.73167799979953,1,118,581.031999999962
390,-7.342678999996786,112.7711789996998,0,17,56.03199999999757
391,-7.285910999988851,112.72547699981519,0,182,1528.9819999998715
392,-7.25893299998508,112.75088099975105,3,26,202.22799999998347
393,-7.271073999986777,112.67741399993653,4,128,980.9919999999202
394,-7.328143999994754,112.71256699984778,2,78,561.5999999999553
395,-7.292851999989821,112.7581859997326,0,50,442.5499999999623
396,-7.295612999990207,112.71887199983186,4,74,310.2079999999821
397,-7.298266999990578,112.71466999984247,2,94,475.6399999999683
398,-7.35594299999864,112.7011939998765,4,68,603.5679999999485
399,-7.35880599999904,112.68960099990576,1,185,925.7399999999388
400,-7.264399999985844,112.6726729999485,0,60,251.45999999998554
401,-7.327530999994669,112.6804349999289,2,113,956.7709999999196
402,-7.350989999997948,112.70626899986368,5,78,468.1559999999656
403,-7.323541999994111,112.77920499967954,0,182,740.1939999999587
404,-7.2937689999899495,112.67551499994133,1,79,361.02999999997763
405,-7.278790999987856,112.67196499995029,3,115,618.0099999999572
406,-7.31501799999292,112.79040399965126,4,141,1313.8379999998865
407,-7.330428999995074,112.75758799973411,0,17,57.51099999999741
408,-7.270158999986649,112.65507399999294,3,67,291.1149999999827
409,-7.351472999998015,112.78505599966476,4,131,979.093999999921
410,-7.332274999995332,112.68468699991817,4,198,1405.4039999998888
411,-7.262191999985536,112.73195499979883,1,123,426.8099999999801
412,-7.279931999988015,112.76553299971405,2,9,79.00199999999327
413,-7.249809999983805,112.76261199972143,2,113,353.68999999998596
414,-7.270841999986745,112.70225499987382,0,90,519.2099999999626
415,-7.357474999998854,112.7813189996742,4,41,120.99099999999571
416,-7.338886999996256,112.76399599971793,3,33,326.86499999997125
417,-7.24054599998251,112.68755299991093,0,88,774.2239999999342
418,-7.263974999985785,112.71990399982926,5,32,99.19999999999612
419,-7.318913999993464,112.73373899979433,2,48,307.7279999999767
420,-7.310305999992261,112.70099899987699,0,145,766.3249999999475
421,-7.2540659999844,112.73936499978012,5,133,669.6549999999556
422,-7.272941999987038,112.65579799999111,4,107,666.3959999999502
423,-7.285800999988836,112.78754899965847,3,20,64.73999999999728
424,-7.305026999991523,112.676830999938,3,72,666.3599999999425
425,-7.310428999992278,112.6873299999115,3,183,1023.7019999999276
426,-7.295512999990193,112.76765999970868,5,84,280.5599999999876
427,-7.314759999992884,112.70458999986792,1,165,338.909999999999
428,-7.31079699999233,112.75014099975292,0,189,1529.3879999998733
429,-7.313394999992693,112.77792399968277,0,85,695.0449999999421
430,-7.259494999985159,112.7504229997522,2,158,888.9079999999369
431,-7.364983999999904,112.73063499980216,5,184,1591.7839999998653
432,-7.347366999997441,112.70738999986085,2,131,1190.7899999998976
433,-7.337306999996035,112.73485499979151,3,118,1123.949999999902
434,-7.294672999990076,112.7212309998259,1,140,369.59999999999013
435,-7.340063999996421,112.73542799979006,1,147,1452.3599999998723
436,-7.2882169999891735,112.68858499990833,5,0,0.0
437,-7.349029999997674,112.69793999988471,2,20,94.05999999999406
438,-7.3163619999931075,112.70533599986604,2,146,541.9519999999725
439,-7.298251999990576,112.66092099997817,5,142,1030.7779999999177
440,-7.253536999984326,112.7882469996567,4,114,387.2579999999825
441,-7.332357999995343,112.77665599968597,1,45,114.65999999999728
442,-7.349375999997722,112.71550399984037,2,195,392.53499999999974
443,-7.350484999997877,112.78438699966645,0,45,120.68999999999662
444,-7.25592499998466,112.71574499983976,3,39,182.87099999998844
445,-7.322999999994035,112.65499399999314,4,122,1026.0199999999138
446,-7.341112999996567,112.7630959997202,2,138,326.64599999999444
