id,latitude,longitude,rating_client
164,-7.319491999993545,112.6803189999292,4
165,-7.3482549999975655,112.7527589997463,4
166,-7.237260999982051,112.68960899990574,2
167,-7.238464999982219,112.66090299997822,2
168,-7.237201999982043,112.73118999980076,2
169,-7.322655999993987,112.73883399978146,3
170,-7.2298099999810095,112.69858299988309,4
171,-7.319783999993586,112.75058999975178,2
172,-7.327861999994715,112.71472699984233,1
173,-7.250593999983915,112.78619299966189,4
174,-7.30385699999136,112.71063299985266,5
175,-7.348459999997594,112.66295099997305,3
176,-7.315745999993021,112.67664199993848,3
177,-7.36180699999946,112.74661199976183,2
178,-7.297285999990441,112.72434899981803,3
179,-7.308902999992065,112.68605299991472,4
180,-7.265814999986042,112.74378399976897,2
181,-7.280818999988139,112.6805559999286,3
182,-7.229801999981008,112.69632999988877,5
183,-7.311967999992493,112.68742699991125,5
184,-7.258381999985003,112.70382399986985,3
185,-7.297862999990522,112.66961499995622,2
186,-7.315928999993047,112.67229799994945,5
187,-7.2826939999884015,112.68056699992857,3
188,-7.353359999998279,112.70650399986309,3
189,-7.228029999980761,112.67066899995356,4
190,-7.362485999999555,112.7887619996554,2
191,-7.263931999985779,112.74602399976331,3
192,-7.297789999990512,112.78079199967553,1
193,-7.305461999991584,112.76080499972599,3
194,-7.237635999982103,112.72264899982233,4
195,-7.336358999995903,112.68711899991203,3
196,-7.230648999981127,112.71623099983853,1
197,-7.32997399999501,112.67901499993249,5
198,-7.343338999996878,112.77813899968223,4
199,-7.2378159999821285,112.68877099990786,1
200,-7.2397329999823965,112.6789319999327,1
201,-7.310875999992341,112.70387499986973,2
202,-7.323068999994045,112.66030699997972,5
203,-7.228898999980882,112.73934999978016,2
204,-7.349815999997784,112.75064199975165,3
205,-7.247152999983434,112.78649399966113,3
206,-7.360846999999326,112.76264599972134,1
207,-7.258996999985089,112.73602599978855,4
208,-7.281347999988213,112.76826299970716,2
209,-7.260185999985255,112.69089799990249,1
210,-7.308638999992028,112.78626299966172,2
211,-7.247590999983495,112.71209399984897,3
212,-7.336215999995883,112.7465829997619,4
213,-7.34027599999645,112.71841399983302,2
214,-7.338006999996133,112.69538899989115,1
215,-7.292113999989718,112.73851899978226,4
216,-7.302075999991111,112.77092899970043,4
217,-7.285136999988743,112.72354099982007,1
218,-7.274551999987263,112.67559699994112,2
219,-7.231971999981312,112.72518299981593,3
220,-7.233659999981548,112.78953099965346,5
221,-7.282240999988338,112.71958599983006,3
222,-7.264782999985898,112.681187999927,2
223,-7.292189999989729,112.66147299997678,1
224,-7.310996999992358,112.66211599997516,4
225,-7.257615999984896,112.7161219998388,3
226,-7.268310999986391,112.66893799995793,2
227,-7.3428109999968045,112.76250799972169,3
228,-7.271291999986808,112.74046099977735,3
229,-7.332344999995342,112.72429799981816,1
230,-7.303673999991334,112.67272899994836,1
231,-7.323528999994109,112.69837599988361,3
232,-7.314119999992794,112.76468799971619,4
233,-7.264556999985866,112.65454399999427,4
234,-7.286085999988876,112.74083599977641,1
235,-7.237159999982037,112.67530399994186,3
236,-7.324429999994235,112.67938799993155,4
237,-7.358666999999021,112.7646439997163,5
238,-7.359341999999115,112.71273999984734,5
239,-7.271713999986867,112.71009199985403,4
240,-7.311348999992407,112.76307599972026,1
241,-7.34971499999777,112.76924599970468,3
242,-7.330697999995111,112.66346999997174,3
243,-7.303544999991316,112.73904799978092,4
244,-7.279525999987959,112.70073499987765,3
245,-7.288341999989191,112.74576499976396,5
246,-7.264354999985838,112.73237199979778,4
247,-7.228844999980875,112.76788699970811,1
248,-7.359291999999108,112.77367699969349,3
249,-7.26601699998607,112.66048199997928,1
250,-7.270176999986652,112.69260199989819,1
251,-7.271514999986839,112.66647799996414,3
252,-7.276994999987605,112.78419599966693,1
253,-7.260759999985336,112.68062299992843,4
254,-7.321899999993882,112.76591499971309,4
255,-7.350247999997844,112.75156499974932,2
256,-7.278617999987832,112.77837899968162,5
257,-7.310453999992282,112.70038599987853,2
258,-7.2375579999820925,112.74933299975496,1
259,-7.2818569999882845,112.7740299996926,4
260,-7.258668999985043,112.65273999999883,2
261,-7.362653999999578,112.78283499967037,1
262,-7.364509999999838,112.69035399990386,2
263,-7.322325999993941,112.76465799971626,1
264,-7.255410999984588,112.68944499990616,4
265,-7.266905999986195,112.69602299988955,1
266,-7.279599999987969,112.71242699984813,5
267,-7.243065999982862,112.6800439999299,1
268,-7.2411279999825915,112.74308899977072,4
269,-7.274302999987229,112.76659399971138,5
270,-7.364498999999836,112.70188299987475,2
271,-7.275046999987333,112.65842499998448,3
272,-7.257747999984915,112.68171999992566,1
273,-7.252754999984217,112.68877099990786,2
274,-7.290017999989425,112.72235899982306,3
275,-7.298473999990607,112.73819599978307,2
276,-7.235076999981746,112.78263899967087,1
277,-7.308810999992052,112.71993499982918,3
278,-7.316000999993057,112.76051499972672,2
279,-7.273117999987063,112.68048799992877,3
280,-7.339675999996366,112.73016399980335,4
281,-7.319055999993484,112.69161899990067,1
282,-7.248607999983637,112.65726299998741,2
283,-7.285370999988776,112.68516599991696,2
284,-7.340423999996471,112.74648199976215,5
285,-7.33390699999556,112.72874599980693,2
286,-7.244581999983074,112.65504099999302,3
287,-7.365004999999907,112.7776359996835,2
288,-7.295982999990259,112.68003599992991,1
289,-7.2749599999873205,112.69716799988666,2
290,-7.33998599999641,112.74088299977629,2
291,-7.328589999994817,112.66937399995683,2
292,-7.259626999985177,112.7027379998726,5
293,-7.289687999989379,112.6882809999091,4
294,-7.305592999991602,112.7546629997415,3
295,-7.231300999981218,112.78426199966677,5
296,-7.290599999989507,112.77068299970105,4
297,-7.234419999981654,112.67973899993066,3
298,-7.355518999998581,112.77307499969501,1
299,-7.227982999980754,112.70615599986397,2
300,-7.247661999983505,112.76371299971865,5
301,-7.282338999988352,112.71008899985404,5
302,-7.284949999988717,112.68133899992662,3
303,-7.234950999981728,112.70456999986797,1
304,-7.341411999996609,112.7240869998187,3
305,-7.266139999986088,112.72073999982715,2
306,-7.282007999988306,112.78312499966964,4
307,-7.253465999984316,112.68202499992489,3
308,-7.295598999990205,112.76083099972593,1
309,-7.229333999980943,112.73142899980016,4
310,-7.249518999983764,112.73169499979949,1
311,-7.3002719999908585,112.66684699996321,3
312,-7.240566999982513,112.71417699984372,1
313,-7.3599479999992,112.75135799974984,5
314,-7.27116699998679,112.67412799994483,4
315,-7.2667759999861765,112.65383299999607,4
316,-7.2717049999868655,112.77338199969424,4
317,-7.280987999988163,112.6759239999403,5
318,-7.342033999996696,112.68372999992059,1
319,-7.294667999990075,112.7323259997979,5
320,-7.269213999986517,112.74519199976541,3
321,-7.339445999996334,112.75590499973836,5
322,-7.263744999985753,112.66059699997899,3
323,-7.327806999994707,112.73397999979372,2
324,-7.319266999993514,112.77546799968897,4
325,-7.30536399999157,112.76357799971899,2
326,-7.279873999988007,112.77478799969069,3
327,-7.323259999994072,112.66829399995956,5
328,-7.285528999988798,112.72702099981129,2
329,-7.24254799998279,112.66046999997931,5
330,-7.353273999998267,112.70394899986954,4
331,-7.26758799998629,112.77944499967893,3
332,-7.320123999993633,112.78853199965599,3
333,-7.360211999999237,112.67626899993942,5
334,-7.257240999984844,112.75898499973059,3
335,-7.274063999987195,112.70045799987835,4
336,-7.325192999994342,112.72172399982466,2
337,-7.24569499998323,112.71262799984763,5
338,-7.227063999980626,112.75464399974155,3
339,-7.236708999981974,112.66556299996645,4
340,-7.344901999997097,112.75284599974609,2
341,-7.355929999998638,112.74846399975715,4
342,-7.281790999988275,112.67093599995289,3
343,-7.234815999981709,112.78810299965707,2
344,-7.2973599999904515,112.71104699985162,4
345,-7.276688999987562,112.74506399976573,1
346,-7.241001999982574,112.70474399986753,4
347,-7.31373099999274,112.71624799983849,5
348,-7.326701999994553,112.79024699965166,5
349,-7.328493999994803,112.68509899991713,5
350,-7.2642359999858215,112.71463399984256,1
351,-7.227064999980626,112.75327099974501,2
352,-7.3277869999947045,112.66151899997666,5
353,-7.238309999982198,112.74259899977196,5
354,-7.299060999990689,112.73086999980157,3
355,-7.333423999995492,112.667720999961,4
356,-7.330034999995019,112.7011139998767,5
357,-7.257723999984911,112.78787099965766,1
358,-7.36216899999951,112.75043399975218,3
359,-7.257938999984941,112.77504399969004,2
360,-7.2362559999819105,112.72926199980563,1
361,-7.23453599998167,112.78215699967208,5
362,-7.289864999989404,112.71514699984127,2
363,-7.319971999993612,112.7043179998686,4
364,-7.357448999998851,112.697428999886,1
365,-7.281583999988246,112.66511199996759,4
366,-7.252997999984251,112.73791399978379,1
367,-7.261113999985385,112.75230199974746,3
368,-7.230141999981056,112.76295999972055,5
369,-7.324375999994228,112.76832399970701,3
370,-7.308270999991977,112.74397399976849,2
371,-7.253378999984304,112.673663999946,4
372,-7.2951709999901455,112.66751299996153,4
373,-7.280079999988036,112.78338699966898,1
374,-7.345675999997205,112.690697999903,5
375,-7.293064999989851,112.7501489997529,2
376,-7.291419999989621,112.70829199985857,2
377,-7.299221999990712,112.68912999990695,4
378,-7.354217999998399,112.66661999996379,5
379,-7.265268999985966,112.75890899973078,4
380,-7.2419049999827,112.74049699977726,2
381,-7.300549999990897,112.69985399987988,1
382,-7.2329009999814415,112.69328899989645,5
383,-7.269649999986578,112.78584899966276,3
384,-7.320715999993716,112.77623399968704,4
385,-7.322726999993997,112.70010999987923,4
386,-7.26823099998638,112.69579899989012,5
387,-7.334399999995629,112.77261899969616,1
388,-7.229442999980958,112.67837399993411,5
389,-7.253236999984284,112.7603669997271,4
390,-7.327844999994713,112.73516199979073,3
391,-7.25378099998436,112.78908699965459,5
392,-7.24748399998348,112.6925989998982,3
393,-7.300236999990854,112.7814779996738,1
394,-7.345613999997196,112.75110999975047,4
395,-7.239693999982391,112.7583049997323,3
396,-7.2301609999810585,112.77658499968615,4
397,-7.265814999986042,112.77461599969112,2
398,-7.300147999990841,112.78104399967489,2
399,-7.30142999999102,112.76100799972548,5
400,-7.244493999983062,112.77035799970187,3
401,-7.325363999994366,112.71318199984623,4
402,-7.278556999987823,112.7490789997556,1
403,-7.331589999995236,112.67747299993638,3
404,-7.247111999983428,112.65772799998624,5
405,-7.3173919999932515,112.67555599994122,2
406,-7.339144999996292,112.75105399975061,2
407,-7.329908999995001,112.79065099965064,1
408,-7.263843999985767,112.774268999692,1
409,-7.228460999980821,112.67195699995031,4
410,-7.300337999990868,112.77437599969173,1
411,-7.317120999993214,112.72716699981092,3
412,-7.228305999980799,112.69482399989258,5
413,-7.32196099999389,112.76550099971413,1
414,-7.263443999985711,112.73433199979283,1
415,-7.3099589999922125,112.74734499975997,5
416,-7.344476999997037,112.68254199992359,1
417,-7.365139999999926,112.67706499993741,4
418,-7.275626999987414,112.71795099983419,5
419,-7.284379999988637,112.68709799991208,1
420,-7.337725999996094,112.72371299981964,4
421,-7.359478999999134,112.7165999998376,3
422,-7.285671999988818,112.6830109999224,2
423,-7.239140999982314,112.73585899978897,3
424,-7.334114999995589,112.74266499977179,2
425,-7.280479999988092,112.75226999974754,2
426,-7.3593939999991225,112.74193499977363,4
427,-7.35172299999805,112.6785769999336,2
428,-7.35193699999808,112.73203099979864,1
429,-7.246784999983382,112.72908599980607,2
430,-7.267403999986264,112.731093999801,2
431,-7.277038999987611,112.78491799966511,5
432,-7.236442999981937,112.68106299992732,3
433,-7.355241999998542,112.66481099996835,3
434,-7.3297539999949795,112.77127199969956,1
435,-7.260049999985236,112.66583799996576,2
436,-7.357937999998919,112.78077199967558,5
437,-7.274333999987233,112.77709299968487,1
438,-7.297218999990432,112.69820099988405,2
439,-7.347241999997424,112.7760899996874,5
440,-7.286955999988997,112.76574299971352,2
441,-7.3559529999986415,112.69540099989112,3
442,-7.301219999990991,112.65288599999846,4
443,-7.329998999995014,112.66517699996743,3
444,-7.230123999981053,112.66987799995556,3
445,-7.356863999998769,112.71488999984192,2
446,-7.364391999999821,112.66196199997555,1
447,-7.303590999991322,112.65659699998909,3
448,-7.280101999988039,112.76846299970666,3
449,-7.258839999985067,112.66957299995633,4
450,-7.252406999984168,112.6868509999127,5
451,-7.312453999992561,112.75753499973425,5
452,-7.361974999999483,112.74922899975522,5
453,-7.363386999999681,112.67986699993034,5
454,-7.253806999984364,112.77594599968776,1
455,-7.234973999981731,112.76821099970729,3
456,-7.30579299999163,112.78416299966702,3
457,-7.242955999982847,112.71397199984423,1
458,-7.276372999987518,112.68757699991087,3
459,-7.254791999984501,112.77885399968042,3
460,-7.276176999987491,112.71588999983939,5
461,-7.342913999996819,112.69942299988097,2
462,-7.331573999995234,112.66588299996565,1
463,-7.347185999997416,112.73175699979933,4
464,-7.267198999986236,112.70702999986176,2
465,-7.328317999994779,112.74972599975396,5
466,-7.333612999995519,112.69751599988578,2
467,-7.330352999995063,112.79022299965172,4
468,-7.233190999981482,112.76015999972762,2
469,-7.236256999981911,112.72895299980641,4
470,-7.3200959999936295,112.65401099999562,4
471,-7.237270999982052,112.77205399969759,1
472,-7.332364999995344,112.69885199988241,4
473,-7.311243999992392,112.75641199973708,1
474,-7.357723999998889,112.74373499976909,2
475,-7.301456999991024,112.73158899979975,4
476,-7.342825999996807,112.7063029998636,4
477,-7.319093999993489,112.74125199977536,3
478,-7.335435999995774,112.73863999978195,1
479,-7.292678999989797,112.7094279998557,5
480,-7.288844999989261,112.75793599973323,2
481,-7.294929999990112,112.67303499994759,4
482,-7.3175209999932695,112.68160799992594,4
483,-7.29405699998999,112.77036799970185,1
484,-7.323180999994061,112.72572399981456,3
485,-7.285151999988745,112.68911799990698,3
486,-7.2533829999843045,112.65555999999171,2
487,-7.33097099999515,112.66367499997122,5
488,-7.298499999990611,112.72874799980693,5
489,-7.288580999989224,112.73725999978544,2
490,-7.344381999997024,112.71961999982997,1
491,-7.247860999983533,112.69939899988103,2
492,-7.2721339999869254,112.67871399993325,1
493,-7.284550999988661,112.69551699989083,5
494,-7.304707999991479,112.73422999979309,3
495,-7.2659319999860585,112.7403659997776,5
496,-7.338016999996134,112.71708599983637,4
497,-7.236733999981977,112.69442399989359,3
498,-7.2382159999821845,112.68481499991785,2
499,-7.358666999999021,112.68042599992893,4
500,-7.279005999987886,112.66021199997996,1
501,-7.284558999988662,112.75957699972909,2
502,-7.255905999984657,112.75471999974135,2
503,-7.290365999989474,112.69513899989178,3
504,-7.252573999984191,112.7612379997249,3
505,-7.330666999995107,112.77698899968513,4
506,-7.336630999995941,112.7752559996895,2
507,-7.326932999994585,112.77993799967768,1
508,-7.241930999982704,112.75658599973664,3
509,-7.229558999980974,112.70134699987611,3
510,-7.322809999994009,112.66071699997869,1
511,-7.248264999983589,112.6918819999,2
512,-7.349221999997701,112.71284599984708,4
513,-7.312026999992502,112.69424199989405,1
514,-7.363575999999707,112.77938199967909,1
515,-7.279090999987898,112.74611099976309,2
516,-7.270598999986711,112.74683299976127,2
517,-7.351103999997964,112.76658899971139,2
518,-7.243462999982918,112.720399999828,1
519,-7.339661999996364,112.7070549998617,3
520,-7.2335729999815355,112.6961619998892,3
521,-7.228547999980833,112.75349099974446,5
522,-7.263135999985668,112.70425799986876,5
523,-7.35443799999843,112.77528999968942,5
524,-7.323542999994111,112.6913279999014,5
525,-7.319569999993556,112.7516539997491,4
526,-7.298949999990674,112.75025899975262,4
527,-7.315539999992993,112.73313899979584,3
528,-7.245529999983207,112.7731199996949,5
529,-7.311518999992431,112.75427299974248,1
530,-7.322069999993905,112.78636599966146,5
531,-7.245785999983243,112.77786099968293,2
532,-7.347134999997409,112.73150699979996,1
533,-7.333151999995454,112.67642099993904,4
534,-7.2284219999808155,112.7226209998224,5
535,-7.261496999985439,112.77980499967802,5
536,-7.3495859999977515,112.76829799970707,5
537,-7.273267999987084,112.71088099985204,1
538,-7.340140999996431,112.66974699995589,4
539,-7.2935469999899185,112.71874999983217,1
540,-7.28003699998803,112.74832099975751,3
541,-7.3126199999925845,112.67577399994067,4
542,-7.249113999983708,112.78409399966719,4
543,-7.2409489999825665,112.77188499969802,3
544,-7.310262999992255,112.73452499979234,3
545,-7.3500509999978165,112.78087099967533,1
546,-7.2678989999863335,112.65903399998294,2
547,-7.236296999981916,112.78110499967474,5
548,-7.34084399999653,112.7639299997181,1
549,-7.319136999993495,112.66592299996555,1
550,-7.303744999991344,112.77711599968481,4
551,-7.325091999994328,112.68866499990813,5
552,-7.289355999989333,112.77985799967789,4
553,-7.307616999991885,112.65256599999927,1
554,-7.347700999997488,112.67045299995411,1
555,-7.29334399998989,112.73527699979044,5
556,-7.244852999983112,112.77257499969627,4
557,-7.36030899999925,112.75530399973988,3
558,-7.353836999998346,112.75701499973556,5
559,-7.243384999982907,112.73986099977887,5
560,-7.2920799999897135,112.78881499965527,2
561,-7.304124999991397,112.736245999788,2
562,-7.340867999996533,112.70227799987376,2
563,-7.276778999987575,112.6875639999109,1
564,-7.3567759999987565,112.73269399979696,5
565,-7.352127999998107,112.73716699978567,1
566,-7.258728999985052,112.70297999987199,5
567,-7.277707999987705,112.66915799995738,4
568,-7.261374999985422,112.76562499971382,4
569,-7.25814399998497,112.6644769999692,2
570,-7.229030999980901,112.70037099987857,4
571,-7.24848899998362,112.68232299992414,2
572,-7.3553809999985615,112.78886199965515,4
573,-7.349517999997742,112.76684399971074,3
574,-7.2783439999877935,112.77267499969602,5
575,-7.295496999990191,112.71573399983978,1
576,-7.292541999989778,112.76292199972065,2
577,-7.2997139999907805,112.66707899996263,5
578,-7.313898999992763,112.72167399982479,3
579,-7.35129399999799,112.74369799976918,4
580,-7.349010999997671,112.7847269996656,2
581,-7.267959999986342,112.73654199978725,2
582,-7.260044999985236,112.67266699994852,2
583,-7.292118999989719,112.706538999863,2
584,-7.2829159999884325,112.6980249998845,1
585,-7.349437999997731,112.77230799969695,3
586,-7.307210999991828,112.75696699973568,5
587,-7.304201999991408,112.78905199965467,4
588,-7.250351999983881,112.71412099984386,3
589,-7.32331699999408,112.73986199977887,1
590,-7.310413999992276,112.72644899981273,5
591,-7.263953999985782,112.75341799974464,1
592,-7.3605459999992835,112.76795499970794,2
593,-7.280857999988145,112.7852009996644,4
594,-7.243076999982864,112.71408499984395,5
595,-7.300434999990881,112.708519999858,5
596,-7.311597999992442,112.68844399990869,3
597,-7.317648999993287,112.7502279997527,4
598,-7.308676999992033,112.68065099992836,3
599,-7.357911999998915,112.76194199972312,1
600,-7.261188999985396,112.73499499979116,3
601,-7.357439999998849,112.7346989997919,2
602,-7.320416999993674,112.77724799968448,2
603,-7.331003999995154,112.7899129996525,5
604,-7.2883529999891925,112.75666899973643,4
605,-7.339573999996352,112.65886599998336,1
606,-7.244378999983046,112.71698399983663,5
607,-7.2530539999842585,112.73576199978922,4
608,-7.334462999995638,112.66681999996328,3
609,-7.262785999985619,112.74561999976433,5
610,-7.362860999999607,112.70430599986864,4
611,-7.307231999991831,112.72846599980764,2
612,-7.300676999990915,112.71893199983171,5
613,-7.278609999987831,112.6720029999502,2
614,-7.325531999994389,112.77248099969651,3
615,-7.2527749999842195,112.72229199982323,1
616,-7.273505999987117,112.68609699991461,4
617,-7.342372999996743,112.75951099972926,3
618,-7.336018999995855,112.68212999992463,1
619,-7.2426019999827975,112.76936399970438,3
620,-7.275425999987386,112.69915399988164,4
621,-7.343405999996888,112.77586799968796,1
622,-7.280938999988156,112.67387799994546,1
623,-7.327163999994617,112.76546199971423,5
624,-7.296979999990398,112.70656199986294,1
625,-7.254203999984419,112.66795699996041,3
626,-7.266923999986197,112.67831299993426,5
627,-7.228690999980853,112.68676399991293,4
628,-7.286061999988872,112.7340269997936,3
629,-7.352735999998192,112.7598929997283,3
630,-7.267359999986258,112.65233399999985,3
631,-7.360158999999229,112.74131799977519,5
632,-7.332220999995324,112.78330399966919,3
633,-7.34971799999777,112.77312699969488,5
634,-7.259264999985127,112.66544599996675,2
635,-7.331080999995165,112.70786599985965,5
636,-7.258752999985055,112.66050599997922,4
637,-7.251444999984034,112.78782799965776,5
638,-7.327794999994706,112.74710899976057,1
639,-7.343483999996899,112.75362899974411,2
640,-7.35987499999919,112.66124499997736,4
641,-7.256229999984702,112.74752499975952,3
642,-7.329578999994955,112.75741699973455,4
643,-7.264850999985907,112.7290759998061,4
644,-7.271190999986794,112.6582969999848,1
645,-7.29791999999053,112.76508299971519,3
646,-7.334227999995605,112.71809999983381,5
647,-7.360406999999264,112.69435399989376,4
648,-7.273287999987087,112.73532799979031,4
649,-7.355818999998623,112.65940999998199,2
650,-7.3043709999914315,112.78974699965292,4
651,-7.307573999991879,112.71327899984598,4
652,-7.317350999993246,112.73509899979089,3
653,-7.227730999980719,112.69926099988137,5
654,-7.231661999981268,112.70700299986183,5
655,-7.343828999996947,112.78165599967335,1
656,-7.271031999986771,112.77447399969148,5
657,-7.276596999987549,112.70556699986545,4
658,-7.306728999991761,112.7489569997559,2
659,-7.267595999986291,112.66566699996619,1
660,-7.352699999998187,112.71518699984117,4
661,-7.23697099998201,112.75175299974885,1
